Trade: 959D8 Size: 35929 Price: 15705739081813550080
Trade: 48C04 Size: 29265 Price: 8714698226410754366
Trade: 70EA9 Size: 16644 Price: 5559581754216945991
Trade: 18B2B Size: 8039 Price: 10825987322335552046
Trade: 296D5 Size: 55188 Price: 15499252899335111702
Trade: 7C365 Size: 52346 Price: 15217717212394679916
Trade: 07179 Size: 47365 Price: 11151990716489136602
Trade: 74A60 Size: 28218 Price: 13349077130113222053
Trade: B3239 Size: 16245 Price: 11995218695034456811
Trade: AA4B1 Size: 60793 Price: 3275683928250879343
Trade: EDC6C Size: 393 Price: 5959412959554483946
Trade: 83553 Size: 38901 Price: 7499837549656463085
Trade: 1DC59 Size: 39333 Price: 2068299425112693081
Trade: D9886 Size: 54946 Price: 17666131735010218492
Trade: 33E76 Size: 28145 Price: 15915075609364959081
Trade: 93C89 Size: 38460 Price: 14878410899580707345
Trade: 16CAC Size: 5536 Price: 1121458147112306194
Trade: 1C088 Size: 27690 Price: 14650025706886703907
Trade: 845C7 Size: 32184 Price: 17253383552885891273
Trade: A6405 Size: 15918 Price: 11859138765892033045
Trade: 6974B Size: 37418 Price: 2463318630651226379
Trade: A7D97 Size: 48111 Price: 154842783749386526
Trade: EA7AE Size: 21363 Price: 7508339966743477363
Trade: C2375 Size: 51026 Price: 16774900399456402146
Trade: 7E080 Size: 26322 Price: 13486374728998207875
Trade: 12A44 Size: 29494 Price: 10619766118739776361
Trade: 4C3BA Size: 23881 Price: 12391903707780838440
Trade: 0C668 Size: 26291 Price: 5917941422119507801
Trade: 26966 Size: 43715 Price: 5858383826399931548
Trade: 40315 Size: 23428 Price: 18338290820477835267
Trade: 3B264 Size: 17961 Price: 127577788277511081
Trade: 222EB Size: 61446 Price: 1658205806069416830
Trade: 0BD08 Size: 14272 Price: 7309226620041038519
Trade: D306A Size: 22125 Price: 10905348568082559691
Trade: 189B2 Size: 25084 Price: 16519619975880282753
Trade: 141D7 Size: 286 Price: 10032684903512141915
Trade: 7969A Size: 41159 Price: 4667372077106847719
Trade: 8990C Size: 441 Price: 12020856148965013
Trade: 38175 Size: 5962 Price: 11819542054227274322
Trade: 2D5A1 Size: 19813 Price: 11785434686875684234
Trade: 9D266 Size: 35413 Price: 13057367245300865311
Trade: D3C9D Size: 19767 Price: 7395421767208511943
Trade: AC149 Size: 35059 Price: 7417919916170267463
Trade: 68066 Size: 32831 Price: 9623997389416860963
Trade: 2C2B4 Size: 64065 Price: 5106946769516111483
Trade: 8C134 Size: 43006 Price: 2543755207767796359
Trade: 140C8 Size: 1063 Price: 13452030157989579984
Trade: CB574 Size: 33041 Price: 190589382233668144
Trade: BE0EE Size: 12894 Price: 1652865751828599235
Trade: EC2B3 Size: 39668 Price: 3244314963058586295
Trade: B53E0 Size: 41852 Price: 4768110667904224520
Trade: 12E17 Size: 48470 Price: 3907993521160051197
Trade: D03D6 Size: 50828 Price: 3877275201523969418
Trade: 843C8 Size: 63362 Price: 8878748789763032009
Trade: 87BCD Size: 20286 Price: 15547693497264552115
Trade: 299DE Size: 13162 Price: 10534686117044047730
Trade: 30394 Size: 15616 Price: 9404316758156521260
Trade: 48089 Size: 52291 Price: 5438926752166829027
Trade: 69648 Size: 44194 Price: 11475494230053285889
Trade: E65DC Size: 43892 Price: 11218135254659128578
Trade: 63505 Size: 52518 Price: 4813028175235381162
Trade: DAC00 Size: 19097 Price: 17031099902620854920
Trade: DBC91 Size: 61247 Price: 13574835417542871624
Trade: 1AAD9 Size: 59851 Price: 2015000160886299007
Trade: D2D65 Size: 13258 Price: 5832502262792399941
Trade: C3E70 Size: 11335 Price: 8601463206601515670
Trade: 21074 Size: 3475 Price: 10763683604879539718
Trade: 2844D Size: 24151 Price: 7071691568003459206
Trade: AC07C Size: 57664 Price: 1271664146477233399
Trade: 73DA7 Size: 52014 Price: 11309787365572778868
Trade: 53871 Size: 48106 Price: 15636284889604631147
Trade: 2407E Size: 5214 Price: 17388121939348742625
Trade: EB8D2 Size: 33463 Price: 16218135570630871221
Trade: D7BB2 Size: 41705 Price: 9600274554575338618
Trade: 4B28C Size: 8643 Price: 18046178421583542391
Trade: 76677 Size: 47603 Price: 2167381484928203920
Trade: D039A Size: 56537 Price: 5345973601860151040
Trade: BA97C Size: 33220 Price: 7997833323081644173
Trade: 6CE9B Size: 37464 Price: 10693697022482868603
Trade: 15D12 Size: 47112 Price: 3684884452802094849
Trade: D8588 Size: 56628 Price: 5880151436183062130
Trade: 24A77 Size: 360 Price: 15818127009014185606
Trade: 3800C Size: 27589 Price: 12517613371850711786
Trade: 5DE18 Size: 47348 Price: 1940335231684945343
Trade: 556AA Size: 11070 Price: 3861137588941057931
Trade: A7DD1 Size: 3497 Price: 15793408686080024627
Trade: 3A260 Size: 59403 Price: 5753053909319223150
Trade: A0E0A Size: 4049 Price: 8525263326517338981
Trade: B9E88 Size: 18972 Price: 10573096917676624172
Trade: 39278 Size: 17251 Price: 2539636730749133815
Trade: C4BD9 Size: 10801 Price: 10007424488177564824
Trade: E1BE7 Size: 34338 Price: 11278863627481341969
Trade: D2370 Size: 60774 Price: 17564616988754921451
Trade: 8221A Size: 39851 Price: 15230686898182125041
Trade: 953E5 Size: 8079 Price: 4374019247467943968
Trade: CE807 Size: 25824 Price: 15438830665767651778
Trade: CDEC3 Size: 19038 Price: 9659124804527996406
Trade: B381D Size: 31358 Price: 962578479538014459
Trade: 12DA3 Size: 15846 Price: 13008336062064722723
Trade: 2E535 Size: 34825 Price: 17032184520003971056
Trade: C2B97 Size: 61687 Price: 11440706250521132550
Trade: E9588 Size: 45623 Price: 10251477960462927329
Trade: C01BD Size: 24461 Price: 13586018992045554479
Trade: 20198 Size: 46896 Price: 8054802753570600081
Trade: 2214C Size: 38288 Price: 7384837130660131634
Trade: 2C675 Size: 61608 Price: 9097503427547172757
Trade: 89C54 Size: 13166 Price: 3749467850867010606
Trade: AD738 Size: 50674 Price: 12060730395848071744
Trade: 444A4 Size: 30569 Price: 15548633686045231573
Trade: 0C1B4 Size: 17494 Price: 6455547797149939663
Trade: 34044 Size: 34337 Price: 6656953291368030511
Trade: 6BEC1 Size: 5031 Price: 15485874193664822351
Trade: C4622 Size: 35179 Price: 12538888073700780577
Trade: 02922 Size: 38309 Price: 12068203188421813576
Trade: BDCD3 Size: 29695 Price: 8074556480610103068
Trade: 47444 Size: 61603 Price: 8088998088981981385
Trade: 226D5 Size: 46673 Price: 11072548376007300459
Trade: E741C Size: 56352 Price: 223846317470577736
Trade: E480C Size: 62513 Price: 681266854840457095
Trade: 860A4 Size: 56522 Price: 17244916679407786906
Trade: 28453 Size: 118 Price: 892671415876203077
Trade: 38553 Size: 32355 Price: 10284982488292396885
Trade: 32852 Size: 48661 Price: 18355642617062027113
Trade: 3D7C1 Size: 25136 Price: 7210336542653577452
Trade: 948B0 Size: 38899 Price: 5117770287777550977
Trade: 2364C Size: 28737 Price: 7797921005490819405
Trade: 42240 Size: 62409 Price: 16038569923033336127
Trade: 887E1 Size: 60511 Price: 14347341943120624194
Trade: ED551 Size: 34490 Price: 17631824589504119061
Trade: 1E7E8 Size: 50635 Price: 14147675784667552915
Trade: 9B680 Size: 46836 Price: 10167211615996005600
Trade: EBD0B Size: 51620 Price: 15547824817706510442
Trade: A749D Size: 46320 Price: 7241045355522746543
Trade: 1E99C Size: 53848 Price: 12368720233753963483
Trade: 084DD Size: 58677 Price: 2201920946850352479
Trade: 78AC5 Size: 30952 Price: 17600884843985832776
Trade: 16587 Size: 7221 Price: 16474051867847803999
Trade: ADB48 Size: 28975 Price: 6685272080926369903
Trade: B3B3B Size: 22892 Price: 18332754145532858157
Trade: C5527 Size: 30284 Price: 12755594027443346970
Trade: 1ECCB Size: 11735 Price: 9665544328076142678
Trade: 5EC2C Size: 3541 Price: 12748433820314548933
Trade: BC826 Size: 26634 Price: 2489145934791838830
Trade: 3AB00 Size: 42896 Price: 587218380884948428
Trade: 8BA13 Size: 19636 Price: 5736506149823966060
Trade: CE18E Size: 65010 Price: 7786161364996879114
Trade: 72334 Size: 7703 Price: 12999589342524623787
Trade: D29DD Size: 23164 Price: 6999829742117377791
Trade: BCE06 Size: 1411 Price: 4114973412484033555
Trade: 25EB8 Size: 46896 Price: 2978061039323519427
Trade: 8570E Size: 43471 Price: 1286612604911822140
Trade: CD27D Size: 33230 Price: 15849051743830367343
Trade: ABAAE Size: 37454 Price: 15468076551891014394
Trade: 2315D Size: 62586 Price: 3609101593457690630
Trade: D5D88 Size: 11220 Price: 8439107439091070367
Trade: 2BEED Size: 62424 Price: 14427871220464555692
Trade: 1C745 Size: 43705 Price: 16390326307073535825
Trade: C2B7A Size: 33993 Price: 11323420574087945888
Trade: DC773 Size: 44404 Price: 17339691640346283335
Trade: 68CEC Size: 38153 Price: 17699583970775919962
Trade: 9772D Size: 40393 Price: 16168945421615646955
Trade: 3488C Size: 747 Price: 6487609680570092280
Trade: 077B1 Size: 53742 Price: 18343484564812888098
Trade: 20667 Size: 16227 Price: 14297791119781419689
Trade: B5AC5 Size: 19209 Price: 7902386974990721598
Trade: 74346 Size: 57634 Price: 276696578359927289
Trade: 5D2B8 Size: 9532 Price: 11917966394095342832
Trade: 6CD22 Size: 15678 Price: 8308904743731668080
Trade: 45CE6 Size: 34179 Price: 1620228873753644184
Trade: 4A199 Size: 21969 Price: 191358350785512362
Trade: B697B Size: 61906 Price: 7661848767321847413
Trade: DE92D Size: 23371 Price: 8984827754372504776
Trade: 1C57A Size: 44247 Price: 1249150504871585159
Trade: 21433 Size: 49817 Price: 12319731812111953710
Trade: 7B451 Size: 13994 Price: 5955130409973872280
Trade: 7B518 Size: 21450 Price: 7112072486409283344
Trade: 61D96 Size: 35701 Price: 5815145659639087962
Trade: 65069 Size: 10015 Price: 4920134678125538375
Trade: 4634A Size: 46679 Price: 17083460665435210720
Trade: D3379 Size: 50091 Price: 13255221057010619705
Trade: 45D6B Size: 26074 Price: 4407080589965948970
Trade: 4272E Size: 38291 Price: 15064345776147197060
Trade: 9A914 Size: 37475 Price: 11186706464127926338
Trade: C54E5 Size: 1600 Price: 8031114823222887645
Trade: 1A6CD Size: 46922 Price: 482915021902046265
Trade: E6113 Size: 26476 Price: 7236440907117046179
Trade: C2A1C Size: 7474 Price: 7709002617072587144
Trade: E1702 Size: 33622 Price: 13667767502014331041
Trade: 3043C Size: 29504 Price: 4250986807502599490
Trade: 31849 Size: 37358 Price: 241923612930789292
Trade: C6824 Size: 16665 Price: 17686601474830177278
Trade: 98948 Size: 5716 Price: 6400078355560383608
Trade: 498D5 Size: 50795 Price: 18003879940456528901
Trade: 92D76 Size: 30709 Price: 650934437939218664
Trade: 4BBD0 Size: 44623 Price: 14220156069740608215
Trade: C0683 Size: 45219 Price: 5193832003532459276
Trade: 2CDC4 Size: 53618 Price: 15899358866307095003
Trade: 2DE94 Size: 47987 Price: 1436573977995042176
Trade: A1924 Size: 33718 Price: 3975106455604912268
Trade: E9211 Size: 17232 Price: 2889339762310965784
Trade: 60E79 Size: 38102 Price: 10662252305299613353
Trade: BD7CE Size: 63542 Price: 12679690857958111299
Trade: 5E53B Size: 45537 Price: 5359653844114811925
Trade: 39BC8 Size: 62367 Price: 3259077005574205025
Trade: DB957 Size: 38213 Price: 17308480498664555378
Trade: 9DC69 Size: 25100 Price: 12413184565972603399
Trade: B1E12 Size: 13503 Price: 11763651732601971414
Trade: ECE49 Size: 46801 Price: 8110481412258556647
Trade: 8938C Size: 2922 Price: 14236241297385091950
Trade: EB10E Size: 28848 Price: 6862389966281755288
Trade: 1B24E Size: 57855 Price: 5701410719105575717
Trade: CD158 Size: 3381 Price: 10840206913564089161
Trade: 21643 Size: 24957 Price: 17684175265527868085
Trade: 94751 Size: 65220 Price: 6577529791640658879
Trade: 2C353 Size: 32011 Price: 13160325417448963575
Trade: C0609 Size: 15491 Price: 5431099197240108591
Trade: EBD5C Size: 39540 Price: 15880131164492291537
Trade: 3E263 Size: 5858 Price: 9942043423282600810
Trade: B81A1 Size: 59527 Price: 3420721485652232105
Trade: 11B20 Size: 1862 Price: 152054969614619731
Trade: B3D1E Size: 46890 Price: 4949320897363899336
Trade: 6A80A Size: 52081 Price: 10017110180075121397
Trade: 6D826 Size: 4455 Price: 10157640877499811868
Trade: 2D9C6 Size: 9807 Price: 1498962290181690165
Trade: 8BC2D Size: 33287 Price: 3248532799485142467
Trade: EEC6E Size: 8904 Price: 8032296586963114946
Trade: E4D8B Size: 57906 Price: 10464518018987018959
Trade: DC5C7 Size: 27107 Price: 6870704948076496925
Trade: BDED6 Size: 56315 Price: 4198669702747589861
Trade: EB300 Size: 46201 Price: 12986616029800069977
Trade: 9601E Size: 19750 Price: 10774417627334704946
Trade: 9C1CD Size: 32703 Price: 5967926460007107369
Trade: 1918E Size: 13053 Price: 10697291066135727171
Trade: 1D13C Size: 5232 Price: 11735080177623556109
Trade: 54BB1 Size: 32819 Price: 469772901350877881
